城市,日期,最高温度,最低温度,白天天气状况,晚间天气状况,风向,风力,风速(公里/小时),相对湿度,降水量,紫外线强度指数,能见度(公里)
潍坊,2020-01-09,1,-10,阴,多云,东北风,1-2,8,60,0.0,2,25
潍坊,2020-01-10,2,-7,多云,多云,西北风,1-2,1,88,0.0,1,7
济宁,2020-01-04,10,2,多云,阴,东南风,1-2,9,60,0.0,0,25
济宁,2020-01-05,6,4,小雨,小雨,东风,3-4,20,93,1.0,1,24
济宁,2020-01-06,7,2,小雨,雨夹雪,北风,3-4,22,91,5.1,1,11
济宁,2020-01-07,2,-7,中雨,小雨,北风,4-5,29,78,5.1,1,24
济宁,2020-01-08,-3,-12,多云,多云,西北风,1-2,7,70,0.0,3,21
济宁,2020-01-09,-1,-11,阴,多云,东北风,1-2,10,71,0.0,2,24
济宁,2020-01-10,-1,-11,阴,中雪,东北风,1-2,5,95,0.0,1,2
泰安,2020-01-04,10,-1,多云,阴,南风,1-2,8,63,0.0,2,16
泰安,2020-01-05,5,3,小雨,小雨,北风,1-2,3,92,0.0,1,24
泰安,2020-01-06,6,2,中雨,中雨,北风,1-2,7,87,0.0,1,23
泰安,2020-01-07,2,-10,中雨,小雪,东北风,3-4,24,76,3.8,1,24
泰安,2020-01-08,0,-10,晴,多云,北风,1-2,9,59,0.0,3,23
泰安,2020-01-09,-1,-9,多云,多云,东风,1-2,2,58,0.0,2,24
泰安,2020-01-10,0,-8,多云,中雪,北风,1-2,8,91,0.0,1,3
临沂,2020-01-04,10,-1,晴,多云,东风,1-2,4,65,0.0,6,24
临沂,2020-01-05,7,3,小雨,小雨,东风,3-4,20,94,1.0,1,24
临沂,2020-01-06,8,4,中雨,中雨,东北风,1-2,6,93,5.1,1,7
临沂,2020-01-07,4,-5,中雨,雨夹雪,北风,3-4,21,81,5.1,1,24
临沂,2020-01-08,1,-8,晴,多云,北风,3-4,23,69,0.0,3,23
临沂,2020-01-09,0,-8,多云,多云,东风,1-2,6,77,0.0,3,24
临沂,2020-01-10,2,-8,多云,多云,东北风,1-2,5,96,0.0,1,3
菏泽,2020-01-04,10,-1,多云,小雨,南风,1-2,2,75,0.0,2,14
菏泽,2020-01-05,4,2,中雨,中雨,东风,1-2,1,92,1.0,1,24
菏泽,2020-01-06,4,1,中雨,中雨,北风,3-4,15,90,2.0,1,15
菏泽,2020-01-07,1,-10,暴雪,小雪,北风,3-4,19,78,5.1,1,24
菏泽,2020-01-08,-3,-10,多云,多云,北风,1-2,5,77,0.0,3,8
菏泽,2020-01-09,-1,-11,多云,多云,东南风,1-2,8,72,0.0,2,25
菏泽,2020-01-10,-1,-9,多云,中雪,东北风,1-2,2,96,0.0,1,1
滨州,2020-01-04,8,-2,晴,多云,西南风,1-2,3,80,0.0,3,25
滨州,2020-01-05,5,-1,小雨,小雨,东南风,1-2,6,93,0.0,1,24
滨州,2020-01-06,4,1,小雨,小雨,东北风,1-2,4,79,4.5,1,25
滨州,2020-01-07,2,-3,小雪,晴,东北风,3-4,14,73,3.1,1,25
滨州,2020-01-08,4,-6,晴,多云,北风,1-2,2,56,0.0,1,25
滨州,2020-01-09,3,-5,阴,多云,南风,1-2,9,48,0.0,2,25
滨州,2020-01-10,4,-4,多云,中雪,西北风,1-2,11,89,0.0,1,7
东营,2020-01-04,8,-2,晴,多云,西北风,1-2,8,75,0.0,3,25
东营,2020-01-05,5,1,阴,小雨,东南风,1-2,1,93,0.0,1,24
东营,2020-01-06,5,2,小雨,雨夹雪,东北风,1-2,7,76,3.1,1,24
东营,2020-01-07,2,-2,小雪,多云,东北风,3-4,12,65,3.8,1,25
东营,2020-01-08,4,-5,晴,多云,北风,1-2,3,51,0.0,1,25
东营,2020-01-09,3,-5,多云,多云,西南风,1-2,11,48,0.0,2,25
东营,2020-01-10,4,-4,多云,多云,西北风,1-2,3,89,0.0,1,7
威海,2020-01-04,6,1,晴,晴,西北风,4-5,30,60,0.0,5,25
威海,2020-01-05,6,2,多云,小雨,东南风,4-5,25,85,0.0,2,24
威海,2020-01-06,6,3,小雨,小雨,东南风,4-5,32,86,5.1,1,24
威海,2020-01-07,4,0,小雨,小雨,北风,3-4,16,78,5.1,1,24
威海,2020-01-08,1,-1,多云,晴,北风,3-4,18,62,0.0,1,25
威海,2020-01-09,3,-1,多云,多云,北风,4-5,28,63,0.0,3,25
威海,2020-01-10,4,0,多云,多云,西北风,3-4,18,85,0.0,1,22
枣庄,2020-01-04,10,0,多云,小雨,东南风,1-2,8,66,0.0,2,24
枣庄,2020-01-05,7,4,小雨,小雨,东风,4-5,26,95,1.0,1,15
枣庄,2020-01-06,9,5,中雨,中雨,东北风,3-4,23,94,8.6,1,6
枣庄,2020-01-07,6,-7,中雨,雨夹雪,北风,4-5,29,77,16.2,1,24
枣庄,2020-01-08,3,-6,多云,阴,西北风,1-2,9,75,0.0,3,22
枣庄,2020-01-09,2,-6,小雨,多云,东风,1-2,4,74,0.0,3,24
枣庄,2020-01-10,5,-4,阴,大雪,东北风,1-2,11,93,1.0,1,16
日照,2020-01-04,9,0,晴,多云,东北风,3-4,17,65,0.0,3,24
日照,2020-01-05,8,4,小雨,小雨,东风,3-4,20,94,1.0,1,21
日照,2020-01-06,9,5,小雨,中雨,北风,4-5,32,93,5.1,1,10
日照,2020-01-07,5,0,中雨,小雪,北风,4-5,28,81,0.0,1,24
日照,2020-01-08,1,-4,晴,多云,北风,3-4,16,73,0.0,3,25
日照,2020-01-09,2,-5,多云,多云,东北风,3-4,12,69,0.0,3,25
日照,2020-01-10,5,-3,多云,雨夹雪,东北风,3-4,18,93,0.0,1,7
莱芜,2020-01-04,10,1,多云,阴,北风,1-2,2,60,0.0,1,10
莱芜,2020-01-05,4,2,小雨,小雨,南风,3-4,22,94,0.0,1,24
莱芜,2020-01-06,5,2,小雨,小雨,北风,3-4,22,87,5.1,1,24
莱芜,2020-01-07,2,-9,小雪,小雪,东北风,3-4,19,74,3.4,1,24
莱芜,2020-01-08,-2,-13,晴,多云,北风,1-2,1,61,0.0,2,25
莱芜,2020-01-09,-2,-11,多云,多云,东风,1-2,4,57,0.0,2,24
莱芜,2020-01-10,0,-10,多云,中雪,北风,1-2,5,91,0.0,1,3
聊城,2020-01-04,10,-3,多云,小雨,东风,1-2,6,51,0.0,1,25
聊城,2020-01-05,4,0,小雨,小雨,东北风,1-2,5,92,0.0,1,24
聊城,2020-01-06,3,1,小雨,雨夹雪,北风,3-4,21,78,4.7,1,24
聊城,2020-01-07,1,-8,中雨,小雨,北风,4-5,28,67,1.0,1,24
聊城,2020-01-08,-2,-12,晴,阴,北风,1-2,6,48,0.0,3,25
聊城,2020-01-09,-2,-11,阴,多云,南风,1-2,2,62,0.0,2,25
聊城,2020-01-10,-3,-11,多云,小雪,南风,1-2,8,95,0.0,1,1
乌鲁木齐,2020-01-04,-6,-13,多云,多云,无持续风向,1-2,7,63,0.0,2,25
乌鲁木齐,2020-01-05,-5,-13,多云,雾,无持续风向,1-2,4,74,0.0,1,18
乌鲁木齐,2020-01-06,-8,-14,雾,多云,无持续风向,1-2,10,75,0.0,2,22
乌鲁木齐,2020-01-07,-6,-12,阴,阴,无持续风向,1-2,11,68,0.0,2,24
乌鲁木齐,2020-01-08,-8,-12,晴,阴,无持续风向,1-2,8,77,0.0,1,24
乌鲁木齐,2020-01-09,-7,-12,多云,晴,无持续风向,1-2,1,72,0.0,1,24
乌鲁木齐,2020-01-10,-6,-15,晴,多云,无持续风向,1-2,1,73,0.0,2,22
克拉玛依,2020-01-04,-11,-16,阴,晴,无持续风向,1-2,5,90,0.0,2,24
克拉玛依,2020-01-05,-11,-15,雾,雾,无持续风向,1-2,8,84,0.0,1,24
克拉玛依,2020-01-06,-11,-19,雾,晴,无持续风向,1-2,4,77,0.0,2,25
克拉玛依,2020-01-07,-14,-19,晴,阴,无持续风向,1-2,7,89,0.0,2,24
克拉玛依,2020-01-08,-14,-18,晴,阴,无持续风向,1-2,4,88,0.0,1,24
克拉玛依,2020-01-09,-12,-16,晴,阴,无持续风向,1-2,3,91,0.0,1,24
克拉玛依,2020-01-10,-14,-18,阴,阴,无持续风向,1-2,11,85,0.0,2,24
石河子,2020-01-04,-9,-16,雾,雾,无持续风向,1-2,6,85,0.0,1,25
石河子,2020-01-05,-11,-17,雾,雾,无持续风向,1-2,11,94,0.0,1,18
石河子,2020-01-06,-12,-17,雾,晴,无持续风向,1-2,11,82,0.8,2,24
石河子,2020-01-07,-13,-16,多云,小雪,无持续风向,1-2,8,83,0.0,2,25
石河子,2020-01-08,-13,-16,晴,阴,无持续风向,1-2,2,86,0.0,2,24
石河子,2020-01-09,-12,-17,晴,小雪,无持续风向,1-2,8,89,0.0,1,24
石河子,2020-01-10,-13,-15,小雪,阴,无持续风向,1-2,10,85,0.0,2,24
昌吉,2020-01-04,-9,-18,多云,阴,无持续风向,1-2,1,79,0.0,2,25
昌吉,2020-01-05,-11,-19,雾,雾,无持续风向,1-2,5,92,0.0,1,24
昌吉,2020-01-06,-12,-21,雾,雾,无持续风向,1-2,10,92,0.0,2,24
昌吉,2020-01-07,-13,-19,晴,阴,无持续风向,1-2,4,85,0.0,2,25
昌吉,2020-01-08,-14,-20,晴,阴,无持续风向,1-2,7,81,0.0,1,25
昌吉,2020-01-09,-14,-20,小雪,阴,无持续风向,1-2,8,89,0.0,1,25
昌吉,2020-01-10,-14,-19,小雪,多云,无持续风向,1-2,1,89,0.8,2,24
吐鲁番,2020-01-04,-1,-8,阴,多云,无持续风向,1-2,10,64,0.0,1,25
吐鲁番,2020-01-05,-1,-7,阴,晴,无持续风向,1-2,10,64,0.0,1,25
吐鲁番,2020-01-06,-2,-9,晴,晴,无持续风向,1-2,11,67,0.0,2,25
吐鲁番,2020-01-07,-2,-10,阴,阴,无持续风向,1-2,9,64,0.0,2,25
吐鲁番,2020-01-08,-2,-9,晴,阴,无持续风向,1-2,6,63,0.0,2,25
吐鲁番,2020-01-09,-2,-9,阴,晴,无持续风向,1-2,10,60,0.0,1,25
吐鲁番,2020-01-10,-1,-8,晴,阴,无持续风向,1-2,9,65,0.0,2,25
巴音郭楞,2020-01-04,-1,-13,阴,阴,无持续风向,1-2,4,67,0.0,2,25
巴音郭楞,2020-01-05,-1,-14,晴,晴,无持续风向,1-2,9,68,0.0,0,25
巴音郭楞,2020-01-06,0,-12,多云,多云,无持续风向,1-2,10,67,0.0,2,25
巴音郭楞,2020-01-07,-1,-11,阴,阴,无持续风向,1-2,6,59,0.0,1,25
巴音郭楞,2020-01-08,0,-11,多云,阴,无持续风向,1-2,11,64,0.0,1,25
巴音郭楞,2020-01-09,-1,-11,晴,晴,无持续风向,1-2,3,67,0.0,1,25
巴音郭楞,2020-01-10,-1,-12,晴,阴,无持续风向,1-2,10,63,0.0,2,25
阿拉尔,2020-01-04,-2,-6,Snow,Snow Flurry,N,3-4,18,86,0.7,0,20
阿拉尔,2020-01-05,-3,-5,Cloudy,Cloudy,N,3-4,15,95,0.0,0,1
阿拉尔,2020-01-06,-3,-6,Snow Flurry,Cloudy,NW,3-4,13,92,1.1,0,21
阿拉尔,2020-01-07,-3,-7,Overcast,Overcast,NW,1-2,10,92,0.0,0,24
阿拉尔,2020-01-08,-3,-7,Overcast,Overcast,NE,1-2,8,90,0.0,0,25
阿拉尔,2020-01-09,-4,-11,Partly Cloudy,Clear,NE,3-4,13,92,0.0,1,25
阿拉尔,2020-01-10,-4,-11,Sunny,Cloudy,NE,3-4,13,97,0.0,2,3
阿克苏,2020-01-04,-1,-3,Overcast,Cloudy,SW,3-4,22,90,0.0,0,21
阿克苏,2020-01-05,-1,-5,Overcast,Overcast,SW,3-4,20,95,0.0,0,22
阿克苏,2020-01-06,-2,-7,Overcast,Overcast,SW,1-2,8,95,0.0,0,23
阿克苏,2020-01-07,-5,-10,Cloudy,Cloudy,NW,1-2,7,93,0.0,0,24
阿克苏,2020-01-08,-8,-14,Cloudy,Overcast,NW,3-4,15,93,0.0,0,24
阿克苏,2020-01-09,-8,-17,Overcast,Cloudy,SW,3-4,14,93,0.0,0,23
阿克苏,2020-01-10,-16,-21,Cloudy,Clear,SE,1-2,11,86,0.0,1,25
喀什,2020-01-04,0,-10,阴,多云,无持续风向,1-2,2,78,0.0,2,25
喀什,2020-01-05,0,-10,阴,阴,无持续风向,1-2,7,78,0.0,2,25
喀什,2020-01-06,-2,-10,阴,小雪,无持续风向,1-2,5,75,0.0,2,25
喀什,2020-01-07,-1,-11,小雪,小雪,无持续风向,1-2,1,65,0.0,1,25
喀什,2020-01-08,-1,-11,晴,晴,无持续风向,1-2,9,79,1.1,2,25
喀什,2020-01-09,0,-12,晴,多云,无持续风向,1-2,10,70,0.0,3,25
喀什,2020-01-10,-1,-11,阴,阴,无持续风向,1-2,1,69,0.0,3,25
伊犁,2020-01-04,1,-9,阴,多云,无持续风向,1-2,2,72,0.0,1,24
伊犁,2020-01-05,2,-9,晴,晴,无持续风向,1-2,2,61,0.0,3,25
伊犁,2020-01-06,0,-13,晴,晴,无持续风向,1-2,1,58,0.0,1,25
伊犁,2020-01-07,-2,-11,阴,晴,无持续风向,1-2,2,61,0.0,1,25
伊犁,2020-01-08,-3,-10,晴,多云,无持续风向,1-2,11,73,0.0,2,25
伊犁,2020-01-09,-3,-14,晴,多云,无持续风向,1-2,6,64,0.0,1,25
伊犁,2020-01-10,-1,-13,晴,阴,无持续风向,1-2,8,61,0.0,2,25
塔城,2020-01-04,-4,-12,阴,晴,无持续风向,1-2,11,73,0.0,1,25
塔城,2020-01-05,0,-13,晴,晴,无持续风向,1-2,7,64,0.0,2,25
塔城,2020-01-06,0,-12,晴,晴,无持续风向,1-2,1,56,0.0,4,25
塔城,2020-01-07,-3,-12,晴,阴,无持续风向,1-2,10,70,0.0,2,25
塔城,2020-01-08,-4,-11,阴,多云,无持续风向,1-2,4,86,0.0,2,21
塔城,2020-01-09,-3,-11,晴,多云,无持续风向,1-2,1,69,0.0,1,25
塔城,2020-01-10,-2,-13,阴,阴,无持续风向,1-2,3,65,0.0,2,25
哈密,2020-01-04,-1,-16,晴,阴,无持续风向,1-2,7,57,0.0,1,25
哈密,2020-01-05,-1,-15,阴,阴,无持续风向,1-2,6,44,0.0,1,25
哈密,2020-01-06,0,-16,晴,晴,无持续风向,1-2,6,54,0.0,2,25
哈密,2020-01-07,0,-15,晴,阴,无持续风向,1-2,10,58,0.0,2,25
哈密,2020-01-08,-1,-14,晴,多云,无持续风向,1-2,6,49,0.0,2,25
哈密,2020-01-09,-2,-15,阴,小雪,无持续风向,1-2,9,47,0.0,2,25
哈密,2020-01-10,-2,-16,小雪,阴,无持续风向,1-2,11,60,0.0,2,25
和田,2020-01-04,2,-6,阴,多云,无持续风向,1-2,2,72,0.0,1,25
和田,2020-01-05,1,-8,晴,阴,无持续风向,1-2,9,72,0.0,2,25
和田,2020-01-06,0,-8,阴,多云,无持续风向,1-2,10,69,0.0,1,25
和田,2020-01-07,0,-6,阴,晴,无持续风向,1-2,9,55,0.0,2,25
和田,2020-01-08,0,-7,阴,阴,无持续风向,1-2,1,65,0.0,3,25
和田,2020-01-09,1,-7,晴,阴,无持续风向,1-2,2,67,0.0,3,25
和田,2020-01-10,1,-5,晴,晴,无持续风向,1-2,5,64,0.0,3,25
阿勒泰,2020-01-04,-7,-16,多云,阴,无持续风向,1-2,9,67,0.0,2,25
阿勒泰,2020-01-05,-7,-18,晴,多云,无持续风向,1-2,10,49,0.0,1,25
阿勒泰,2020-01-06,-5,-16,阴,阴,无持续风向,1-2,2,51,0.0,1,25
阿勒泰,2020-01-07,-3,-15,晴,晴,无持续风向,1-2,11,67,0.0,2,24
阿勒泰,2020-01-08,-8,-19,阴,阴,无持续风向,1-2,11,63,0.0,2,25
阿勒泰,2020-01-09,-6,-21,晴,阴,无持续风向,1-2,2,71,0.0,2,23
阿勒泰,2020-01-10,-8,-16,阴,晴,无持续风向,1-2,7,64,0.8,2,25
克州,2020-01-04,0,-8,阴,晴,无持续风向,1-2,8,70,0.0,2,25
克州,2020-01-05,-1,-9,阴,阴,无持续风向,1-2,9,70,0.0,2,25
克州,2020-01-06,0,-11,阴,阴,无持续风向,1-2,10,67,0.0,1,25
克州,2020-01-07,-1,-9,小雪,小雪,无持续风向,1-2,4,59,0.0,1,25
克州,2020-01-08,-2,-9,阴,晴,无持续风向,1-2,4,64,1.2,2,24
克州,2020-01-09,-2,-10,晴,多云,无持续风向,1-2,5,61,0.0,3,25
克州,2020-01-10,-2,-9,阴,阴,无持续风向,1-2,9,58,0.0,3,25
博尔塔拉,2020-01-04,-7,-15,阴,晴,无持续风向,1-2,9,89,0.0,1,20
博尔塔拉,2020-01-05,-8,-20,晴,晴,无持续风向,1-2,2,92,0.0,2,18
博尔塔拉,2020-01-06,-12,-20,晴,晴,无持续风向,1-2,5,79,0.0,2,23
博尔塔拉,2020-01-07,-11,-21,晴,多云,无持续风向,1-2,9,84,0.0,2,21
博尔塔拉,2020-01-08,-12,-21,晴,阴,无持续风向,1-2,3,83,0.0,1,23
博尔塔拉,2020-01-09,-11,-19,晴,阴,无持续风向,1-2,6,94,0.0,1,12
博尔塔拉,2020-01-10,-12,-18,多云,晴,无持续风向,1-2,5,88,0.0,2,22
图木舒克,2020-01-04,1,-11,阴,晴,无持续风向,1-2,7,57,0.0,1,25
图木舒克,2020-01-05,1,-11,阴,阴,无持续风向,1-2,9,54,0.0,2,25
图木舒克,2020-01-06,0,-10,晴,阴,无持续风向,1-2,6,52,0.0,1,25
图木舒克,2020-01-07,0,-10,小雪,阴,无持续风向,1-2,3,56,0.0,1,25
图木舒克,2020-01-08,0,-10,阴,晴,无持续风向,1-2,2,55,0.0,1,25
图木舒克,2020-01-09,0,-12,晴,多云,无持续风向,1-2,1,58,0.0,2,25
图木舒克,2020-01-10,0,-11,晴,晴,无持续风向,1-2,7,56,0.0,2,25
五家渠,2020-01-04,-6,-13,多云,多云,无持续风向,1-2,10,87,0.0,2,25
五家渠,2020-01-05,-5,-13,多云,雾,无持续风向,1-2,5,92,0.0,1,23
五家渠,2020-01-06,-8,-14,雾,多云,无持续风向,1-2,1,97,0.0,2,19
五家渠,2020-01-07,-6,-12,阴,阴,无持续风向,1-2,6,89,0.0,2,24
五家渠,2020-01-08,-8,-12,晴,阴,无持续风向,1-2,4,90,0.0,1,24
五家渠,2020-01-09,-7,-12,多云,晴,无持续风向,1-2,2,91,0.0,1,24
五家渠,2020-01-10,-6,-15,晴,多云,无持续风向,1-2,2,92,0.0,2,24
铁门关,2020-01-04,-1,-13,阴,阴,无持续风向,1-2,10,63,0.0,2,25
铁门关,2020-01-05,-1,-14,晴,晴,无持续风向,1-2,2,71,0.0,0,25
铁门关,2020-01-06,0,-12,多云,多云,无持续风向,1-2,1,65,0.0,2,25
铁门关,2020-01-07,-1,-11,阴,阴,无持续风向,1-2,5,54,0.0,1,24
铁门关,2020-01-08,0,-11,多云,阴,无持续风向,1-2,10,61,0.0,1,25
铁门关,2020-01-09,-1,-11,晴,晴,无持续风向,1-2,10,64,0.0,1,25
铁门关,2020-01-10,-1,-12,晴,阴,无持续风向,1-2,1,62,0.0,2,25
昆玉,2020-01-04,1,-11,阴,阴,无持续风向,1-2,6,58,0.0,1,25
昆玉,2020-01-05,0,-12,晴,阴,无持续风向,1-2,11,60,0.0,0,25
昆玉,2020-01-06,0,-12,阴,晴,无持续风向,1-2,2,61,0.0,1,24
昆玉,2020-01-07,-1,-9,阴,晴,无持续风向,1-2,5,54,0.0,1,25
昆玉,2020-01-08,-1,-10,阴,阴,无持续风向,1-2,8,53,0.0,2,24
昆玉,2020-01-09,0,-11,晴,阴,无持续风向,1-2,6,56,0.0,3,25
昆玉,2020-01-10,0,-11,晴,晴,无持续风向,1-2,9,54,0.0,3,25
北屯,2020-01-04,-7,-16,多云,阴,无持续风向,1-2,6,79,0.0,2,25
北屯,2020-01-05,-7,-18,晴,多云,无持续风向,1-2,9,69,0.0,1,25
北屯,2020-01-06,-5,-16,阴,阴,无持续风向,1-2,11,58,0.0,2,25
北屯,2020-01-07,-3,-15,晴,晴,无持续风向,1-2,11,78,0.0,2,25
北屯,2020-01-08,-8,-19,阴,阴,无持续风向,1-2,9,77,0.0,2,25
北屯,2020-01-09,-6,-21,晴,阴,无持续风向,1-2,5,76,0.0,1,25
北屯,2020-01-10,-8,-16,阴,晴,无持续风向,1-2,11,66,0.0,2,25
双河,2020-01-04,-7,-16,多云,阴,无持续风向,1-2,5,92,0.0,1,10
双河,2020-01-05,-7,-18,晴,多云,无持续风向,1-2,5,92,0.0,2,10
双河,2020-01-06,-5,-16,阴,阴,无持续风向,1-2,10,86,0.0,2,24
双河,2020-01-07,-3,-15,晴,晴,无持续风向,1-2,5,90,0.0,2,17
双河,2020-01-08,-8,-19,阴,阴,无持续风向,1-2,3,88,0.0,2,22
双河,2020-01-09,-6,-21,晴,阴,无持续风向,1-2,5,92,0.0,1,9
双河,2020-01-10,-8,-16,阴,晴,无持续风向,1-2,7,88,0.0,2,22
可克达拉,2020-01-04,0,-9,多云,晴,无持续风向,1-2,2,68,0.0,1,24
可克达拉,2020-01-05,-1,-10,晴,晴,无持续风向,1-2,10,61,0.0,0,25
可克达拉,2020-01-06,0,-11,阴,阴,无持续风向,1-2,8,54,0.0,1,25
可克达拉,2020-01-07,-3,-14,阴,晴,无持续风向,1-2,8,65,0.0,1,25
可克达拉,2020-01-08,-5,-13,晴,阴,无持续风向,1-2,10,74,0.0,1,24
可克达拉,2020-01-09,-5,-13,晴,多云,无持续风向,1-2,4,66,0.0,2,25
可克达拉,2020-01-10,-4,-13,多云,阴,无持续风向,1-2,8,63,0.0,2,25
拉萨,2020-01-04,5,-9,多云,阵雪,无持续风向,1-2,8,77,0.0,3,17
拉萨,2020-01-05,2,-9,多云,阵雪,无持续风向,1-2,11,56,0.0,4,24
拉萨,2020-01-06,4,-7,多云,晴,无持续风向,1-2,1,52,0.0,3,25
拉萨,2020-01-07,7,-6,晴,晴,无持续风向,1-2,11,68,0.0,7,25
拉萨,2020-01-08,7,-5,多云,多云,无持续风向,1-2,3,76,0.0,4,24
拉萨,2020-01-09,5,-6,阴,多云,无持续风向,1-2,11,59,0.0,4,24
拉萨,2020-01-10,3,-7,晴,晴,无持续风向,1-2,11,47,0.0,4,25
日喀则,2020-01-04,2,-12,多云,多云,无持续风向,1-2,9,69,0.9,4,23
日喀则,2020-01-05,1,-17,多云,阴,无持续风向,1-2,11,44,0.0,4,24
日喀则,2020-01-06,3,-15,晴,晴,无持续风向,1-2,4,37,0.0,6,25
日喀则,2020-01-07,6,-13,晴,晴,无持续风向,1-2,7,65,0.0,8,24
日喀则,2020-01-08,6,-9,多云,阴,无持续风向,1-2,5,73,0.0,4,24
日喀则,2020-01-09,3,-12,多云,晴,无持续风向,1-2,5,39,0.0,4,24
日喀则,2020-01-10,4,-15,晴,晴,无持续风向,1-2,2,35,0.0,4,25
山南,2020-01-04,4,-5,多云,阵雪,西南风,4-5,27,71,0.0,3,24
山南,2020-01-05,1,-12,阴,阵雪,西南风,3-4,22,75,0.0,1,24
山南,2020-01-06,4,-9,多云,晴,无持续风向,1-2,2,42,0.0,4,25
山南,2020-01-07,7,-6,晴,晴,无持续风向,1-2,3,78,0.0,7,25
山南,2020-01-08,6,-8,多云,多云,无持续风向,1-2,10,75,0.0,4,23
山南,2020-01-09,5,-6,阴,多云,西南风,3-4,14,69,0.0,4,22
山南,2020-01-10,6,-10,晴,晴,无持续风向,1-2,9,55,0.0,4,25
林芝,2020-01-04,7,-3,阵雪,小雪,无持续风向,1-2,6,97,1.0,1,1
林芝,2020-01-05,4,-4,雨夹雪,小雪,无持续风向,1-2,4,97,1.0,1,4
林芝,2020-01-06,5,-7,小雪,晴,无持续风向,1-2,5,74,0.1,2,24
林芝,2020-01-07,7,-4,多云,阴,无持续风向,1-2,9,96,2.3,4,11
林芝,2020-01-08,6,0,阵雪,雨夹雪,无持续风向,1-2,4,98,0.0,3,1
林芝,2020-01-09,7,-2,阵雪,小雪,无持续风向,1-2,5,95,2.2,2,5
林芝,2020-01-10,6,-5,阴,多云,无持续风向,1-2,9,94,0.0,4,7
昌都,2020-01-04,7,-6,小雪,小雪,无持续风向,1-2,6,63,0.0,0,24
昌都,2020-01-05,4,-9,小雪,小雪,无持续风向,1-2,2,64,1.5,1,24
昌都,2020-01-06,1,-12,雨夹雪,晴,无持续风向,1-2,4,39,1.0,2,24
昌都,2020-01-07,6,-9,晴,晴,无持续风向,1-2,3,63,0.0,9,24
昌都,2020-01-08,7,-10,多云,多云,无持续风向,1-2,5,61,0.0,4,25
昌都,2020-01-09,7,-8,多云,阴,无持续风向,1-2,4,58,0.0,4,24
昌都,2020-01-10,5,-9,阴,多云,无持续风向,1-2,4,52,0.0,4,24
那曲,2020-01-04,-5,-15,阵雪,小雪,无持续风向,1-2,8,94,0.0,0,1
那曲,2020-01-05,-9,-23,小雪,小雪,无持续风向,1-2,8,90,0.9,1,23
那曲,2020-01-06,-7,-23,多云,晴,无持续风向,1-2,8,74,0.0,4,25
那曲,2020-01-07,-1,-17,晴,阴,无持续风向,1-2,2,98,0.0,4,15
那曲,2020-01-08,-1,-17,多云,多云,无持续风向,1-2,1,95,0.0,2,3
那曲,2020-01-09,-4,-17,小雪,小雪,无持续风向,1-2,6,91,0.4,3,21
那曲,2020-01-10,-5,-19,阴,晴,无持续风向,1-2,10,88,0.0,4,25
阿里,2020-01-04,-8,-24,多云,多云,西南风,3-4,21,56,0.8,4,24
阿里,2020-01-05,-7,-24,晴,多云,无持续风向,1-2,2,33,0.0,4,25
阿里,2020-01-06,-3,-15,阴,阴,无持续风向,1-2,8,92,0.8,0,2
阿里,2020-01-07,-4,-18,小雪,小雪,西南风,3-4,23,83,0.3,2,21
阿里,2020-01-08,-7,-18,小雪,小雪,无持续风向,1-2,1,79,0.3,3,9
阿里,2020-01-09,-10,-24,小雪,晴,无持续风向,1-2,11,48,0.0,4,24
阿里,2020-01-10,-7,-23,多云,晴,无持续风向,1-2,11,45,0.0,4,25
西宁,2020-01-04,4,-9,晴,小雪,无持续风向,1-2,4,75,0.5,1,23
西宁,2020-01-05,1,-6,阴,小雪,无持续风向,1-2,8,92,0.0,1,16
西宁,2020-01-06,-1,-11,阴,多云,无持续风向,1-2,11,91,0.0,1,9
西宁,2020-01-07,1,-10,晴,多云,西风,1-2,1,70,0.0,3,24
西宁,2020-01-08,1,-10,多云,多云,东南风,1-2,6,71,0.0,3,25
西宁,2020-01-09,0,-10,阴,阴,南风,1-2,4,92,0.0,2,6
西宁,2020-01-10,-1,-9,多云,晴,西南风,1-2,2,49,0.0,3,24
海东,2020-01-04,6,-6,多云,小雪,东南风,1-2,10,87,0.0,1,22
海东,2020-01-05,0,-7,阴,小雪,东风,1-2,4,79,0.0,0,24
海东,2020-01-06,0,-10,阴,多云,东南风,1-2,11,93,1.5,2,16
海东,2020-01-07,3,-10,晴,多云,西风,1-2,9,78,0.0,3,24
海东,2020-01-08,3,-9,多云,多云,东南风,1-2,1,86,0.0,3,25
海东,2020-01-09,2,-8,阴,阴,南风,1-2,6,94,0.0,3,4
海东,2020-01-10,1,-9,多云,晴,东风,1-2,11,50,0.0,3,24
黄南,2020-01-04,3,-4,小雪,阴,东南风,3-4,16,82,0.0,2,10
黄南,2020-01-05,0,-8,小雪,小雪,东南风,1-2,6,92,0.0,2,6
黄南,2020-01-06,0,-11,阴,多云,东北风,1-2,1,71,0.0,1,24
黄南,2020-01-07,2,-11,晴,多云,西风,1-2,1,52,0.0,5,25
黄南,2020-01-08,1,-9,多云,多云,无持续风向,1-2,11,69,0.0,3,25
黄南,2020-01-09,1,-11,阴,阴,东风,1-2,11,91,0.0,3,11
